date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:38:40	235/235	---M--	200	added ('OK')	text/plain	etag:W/%228435e6af0a61130b6f6e54cf6f24e422%22	http://www.pmaverick.com/robots.txt		(from )
11:38:40	37896/37896	---M-Z	200	added ('OK')	text/html	etag:W/%222cd9139b73e72bbbb97e568a92899792-gzip%22	http://www.pmaverick.com/	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/index.html	(from )
11:38:41	7241/7241	---M--	200	added ('OK')	image/png	etag:%2262a8cb8e3-1c49-52891233b2180%22	http://www.pmaverick.com/uploads/4/9/8/6/49863435/3316049.png?208	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/uploads/4/9/8/6/49863435/3316049091d.png	(from http://www.pmaverick.com/)
11:38:41	5145/5145	---M--	200	added ('OK')	image/png	etag:%226b5e4e8ac-1419-5289123c475c0%22	http://www.pmaverick.com/uploads/4/9/8/6/49863435/3346362.png?199	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/uploads/4/9/8/6/49863435/334636284d9.png	(from http://www.pmaverick.com/)
11:38:42	2937/2937	---M--	200	added ('OK')	image/jpeg	etag:%2264fb822de-b79-52891242f4580%22	http://www.pmaverick.com/uploads/4/9/8/6/49863435/4387179.jpg?144	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/uploads/4/9/8/6/49863435/43871790a09.jpg	(from http://www.pmaverick.com/)
11:38:42	9509/9509	---M--	200	added ('OK')	image/jpeg	etag:%226b7133d98-2525-52891245d0c40%22	http://www.pmaverick.com/uploads/4/9/8/6/49863435/4530779.jpg?152	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/uploads/4/9/8/6/49863435/453077937a7.jpg	(from http://www.pmaverick.com/)
11:38:43	228359/228359	---M-Z	200	added ('OK')	text/css	etag:W/%225a3c3dec-37c07%22	http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/css/sitesb408.css	(from http://www.pmaverick.com/)
11:38:44	3911/3911	---M-Z	200	added ('OK')	text/css	etag:%225a3c3dec-f47%22	http://cdn2.editmysite.com/css/old/fancybox.css?1511824098	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/css/old/fancyboxdbfd.css	(from http://www.pmaverick.com/)
11:38:44	13081/13081	---M-Z	200	added ('OK')	text/css	etag:W/%225a3c3dec-3319%22	http://cdn2.editmysite.com/css/social-icons.css?buildtime=1511824098	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/css/social-icons8084.css	(from http://www.pmaverick.com/)
11:38:44	3616/3616	---M--	200	added ('OK')	image/jpeg	etag:%226b7532013-e20-5289132f77380%22	http://www.pmaverick.com/uploads/4/9/8/6/49863435/6477358.jpg?1451979029	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/uploads/4/9/8/6/49863435/6477358b10a.jpg	(from http://www.pmaverick.com/)
11:38:45	40166/40166	---M--	200	added ('OK')	image/jpeg	etag:%2285413928a-9ce6-54bad552d2280%22	http://www.pmaverick.com/uploads/4/9/8/6/49863435/tonight-show-with-maverick.jpg	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/uploads/4/9/8/6/49863435/tonight-show-with-maverick.jpg	(from http://www.pmaverick.com/)
11:38:45	54350/54350	---M--	200	added ('OK')	text/css	date:Fri,%2005%20Jan%202018%2019:38:47%20GMT	http://www.pmaverick.com/files/main_style.css?1511836616	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/files/main_style16c9.css	(from http://www.pmaverick.com/)
11:38:46	7353/7353	---M-Z	200	added ('OK')	text/css	etag:W/%225a3c3dec-1cb9%22	http://cdn2.editmysite.com/css/old/slideshow/slideshow.css?1511824098	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/css/old/slideshow/slideshowdbfd.css	(from http://www.pmaverick.com/)
11:38:46	19905/19905	---M--	200	added ('OK')	image/jpeg	etag:%228299d269d-4dc1-547846a866100%22	http://www.pmaverick.com/uploads/4/9/8/6/49863435/published/ifixit.jpeg?1486008932	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/uploads/4/9/8/6/49863435/published/ifixite129.jpg	(from http://www.pmaverick.com/)
11:38:46	118126/118126	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225a3c3dec-1cd6e%22	http://cdn2.editmysite.com/js/lang/en/stl.js?buildTime=1511824098&	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/js/lang/en/stl1428.js	(from http://www.pmaverick.com/)
11:38:49	475464/475464	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225a3c3dec-74148%22	http://cdn2.editmysite.com/js/site/main.js?buildTime=1511824098	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/js/site/mainb408.js	(from http://www.pmaverick.com/)
11:38:49	37902/37902	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225a3c3dec-940e%22	http://cdn2.editmysite.com/js/old/slideshow-jq.js?buildTime=1511824098	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/js/old/slideshow-jqb408.js	(from http://www.pmaverick.com/)
11:38:50	28608/28608	---M-Z	200	added ('OK')	text/html	etag:W/%224fffb57268a068535b3124ecee0afc07-gzip%22	http://www.pmaverick.com/inspiration.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/inspiration.html	(from http://www.pmaverick.com/)
11:38:50	38093/38093	---M-Z	200	added ('OK')	text/html	etag:W/%2294bf2e90aa7bd2bc547622d492b59a4b-gzip%22	http://www.pmaverick.com/design.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/design.html	(from http://www.pmaverick.com/)
11:38:50	696/696	---MC-	200	added ('OK')	text/javascript	date:Fri,%2005%20Jan%202018%2019:38:52%20GMT	https://www.google.com/recaptcha/api.js	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.google.com/recaptcha/api.js	(from http://www.pmaverick.com/)
11:38:51	28864/28864	---M-Z	200	added ('OK')	text/html	etag:W/%22031fc47e9d2699043e5623c9785fbfd1-gzip%22	http://www.pmaverick.com/build.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/build.html	(from http://www.pmaverick.com/)
11:38:51	28100/28100	---M-Z	200	added ('OK')	text/html	etag:W/%22a3fe0401aceaa99ba6042b8f40e52cdd-gzip%22	http://www.pmaverick.com/whats-next.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/whats-next.html	(from http://www.pmaverick.com/)
11:38:51	33292/33292	---M-Z	200	added ('OK')	text/html	etag:W/%22383eb33e11ea9667e65be1e6c75f966c-gzip%22	http://www.pmaverick.com/awards.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/awards.html	(from http://www.pmaverick.com/)
11:38:52	32906/32906	---M-Z	200	added ('OK')	text/html	etag:W/%225e37313fa8ac74296e4fcf765dc9617f-gzip%22	http://www.pmaverick.com/sponsors.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/sponsors.html	(from http://www.pmaverick.com/)
11:38:52	28249/28249	---M-Z	200	added ('OK')	text/html	etag:W/%2286da70089b0d1210206c5f476586a96b-gzip%22	http://www.pmaverick.com/pictures.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/pictures.html	(from http://www.pmaverick.com/)
11:38:53	28165/28165	---M-Z	200	added ('OK')	text/html	etag:W/%22471b8ffa35bedd747a14f320b220f5ab-gzip%22	http://www.pmaverick.com/videos.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/videos.html	(from http://www.pmaverick.com/)
11:38:53	27782/27782	---M-Z	200	added ('OK')	text/html	etag:W/%22ef81f515dc5503f71162824b50428d9e-gzip%22	http://www.pmaverick.com/press.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/press.html	(from http://www.pmaverick.com/)
11:38:53	30165/30165	---M-Z	200	added ('OK')	text/html	etag:W/%222cd5ef45b9b5bd9de424915810818f93-gzip%22	http://www.pmaverick.com/contact-us.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/contact-us.html	(from http://www.pmaverick.com/)
11:38:54	264/264	---M--	302	error ('Found')	text/html	date:Fri,%2005%20Jan%202018%2019:38:56%20GMT	http://www.pmaverick.com/news.html	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/news.html	(from http://www.pmaverick.com/)
11:38:54	53351/53351	---M-Z	200	added ('OK')	text/html	etag:W/%220dd0373e72aabbe4f9e90e1055a0611d-gzip%22	http://www.pmaverick.com/news	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/news.html	(from http://www.pmaverick.com/)
11:38:54	32287/32287	---M-Z	200	added ('OK')	text/html	etag:W/%22fb0b90162c4d1f3e30303a3c33ec228e-gzip%22	http://www.pmaverick.com/news/thank-you-to-incose-and-ieee-for-the-beautiful-plaques	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/news/thank-you-to-incose-and-ieee-for-the-beautiful-plaques.html	(from http://www.pmaverick.com/)
11:38:55	33979/33979	---M-Z	200	added ('OK')	text/html	etag:W/%22a2b9e05197ee30f3717e54f9fdc7cb0b-gzip%22	http://www.pmaverick.com/news/project-maverick-recognized-at-the-2016-intel-international-science-and-engineering-fair	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/news/project-maverick-recognized-at-the-2016-intel-international-science-and-engineering-fair.html	(from http://www.pmaverick.com/)
11:38:55	32090/32090	---M-Z	200	added ('OK')	text/html	etag:W/%22893341b7d52092876e3a219b2a039b9f-gzip%22	http://www.pmaverick.com/news/project-maverick-on-the-tonight-show-starring-jimmy-fallon	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/news/project-maverick-on-the-tonight-show-starring-jimmy-fallon.html	(from http://www.pmaverick.com/)
11:38:56	23941/23941	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2005%20Jan%202018%2019:38:58%20GMT	http://www.pmaverick.com/_blank	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/_blank	(from http://www.pmaverick.com/)
11:38:58	6733/6733	---M--	200	added ('OK')	application/javascript	etag:%2265c32bae9-1a4d-5216a53a31540%22	http://www.pmaverick.com/files/theme/custom.js?1444115912	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/files/theme/custom1065.js	(from http://www.pmaverick.com/)
11:39:00	16066/16066	---M--	200	added ('OK')	application/javascript	etag:%2265dabc7bd-3ec2-5216a53a31540%22	http://www.pmaverick.com/files/theme/mobile.js?1444115912	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/files/theme/mobile1065.js	(from http://www.pmaverick.com/)
11:39:01	75006/75006	---M-Z	200	added ('OK')	application/x-javascript	etag:W/%225a3c3dec-124fe%22	http://cdn2.editmysite.com/js/wsnbn/snowday262.js	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/js/wsnbn/snowday262.js	(from http://www.pmaverick.com/)
11:39:02	11050/11050	---M-Z	200	added ('OK')	application/x-javascript	etag:M0-8af1d7b9	https://secure.quantserve.com/quant.js	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/secure.quantserve.com/quant.js	(from http://www.pmaverick.com/)
11:39:02	35/35	---M--	200	added ('OK')	image/gif	date:Fri,%2005%20Jan%202018%2019:39:05%20GMT	http://pixel.quantserve.com/pixel/p-0dYLvhSGGqUWo.gif?labels=l5,u49863435.u49863435s434149093110177572	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/pixel.quantserve.com/pixel/p-0dYLvhSGGqUWof238.gif	(from http://www.pmaverick.com/)
11:39:03	3316/3316	---M--	200	added ('OK')	image/png	etag:%22b990be86efb765402df96de07ff676ed%22	http://cdn2.editmysite.com/images/util/videojs/white-bar.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/white-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:03	934/934	---M--	200	added ('OK')	image/png	etag:%22b7bb9f86cd372171ddb601013f7b7ecc%22	http://cdn2.editmysite.com/images/util/videojs/@2x/white-bar.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/white-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:04	1062/1062	---M--	200	added ('OK')	image/png	etag:%22e3a4510b856d2e6af899829f916aed5c%22	http://cdn2.editmysite.com/images/util/videojs/gradient.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/gradient.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:04	1066/1066	---M--	200	added ('OK')	image/png	etag:%225f79d3a4fcbd47a8915f4b76d8d391f2%22	http://cdn2.editmysite.com/images/util/videojs/@2x/gradient.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/gradient.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:06	10847/10847	---M--	200	added ('OK')	image/png	etag:%225a3c3dec-2a5f%22	http://cdn2.editmysite.com/sprites/util/videojs-sacae758aa2.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/sprites/util/videojs-sacae758aa2.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:09	84796/84796	---M--	200	added ('OK')	application/javascript	etag:%2265c32baea-14b3c-5216a53a31540%22	http://www.pmaverick.com/files/theme/plugins.js?1444115912	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/www.pmaverick.com/files/theme/plugins1065.js	(from http://www.pmaverick.com/)
11:39:09	93636/93636	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	(from http://www.pmaverick.com/)
11:39:10	1147/1147	---M--	200	added ('OK')	image/png	etag:%22238628d5193eed29afba56881c2062b6%22	http://cdn2.editmysite.com/images/util/videojs/volume-filled.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/volume-filled.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:10	25072/25072	---M--	200	added ('OK')	image/png	etag:%225a3c3dec-61f0%22	http://cdn2.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:10	1333/1333	---M--	200	added ('OK')	image/png	etag:%2294ad4962ec7aae96fd39acf13b05c5ff%22	http://cdn2.editmysite.com/images/util/videojs/@2x/volume-filled.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/volume-filled.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:10	1179/1179	---M--	200	added ('OK')	image/png	etag:%225baf4223095c9cbd9975106f31b0885f%22	http://cdn2.editmysite.com/images/util/videojs/volume-mute.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/volume-mute.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:10	1303/1303	---M--	200	added ('OK')	image/png	etag:%2202ddb113f1cb06b58d6b9bbfcc0f9da1%22	http://cdn2.editmysite.com/images/util/videojs/@2x/volume-mute.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/volume-mute.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:11	942/942	---M--	200	added ('OK')	image/png	etag:%220521e97e2016ab9bba1894ae3f8ac129%22	http://cdn2.editmysite.com/images/util/videojs/@2x/blue-bar.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/blue-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:11	3318/3318	---M--	200	added ('OK')	image/png	etag:%22cada038924133711192a57d0631ad1d6%22	http://cdn2.editmysite.com/images/util/videojs/blue-bar.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/blue-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:11	1146/1146	---M--	200	added ('OK')	image/png	etag:%22eea250c94c3ef64a203ecca50bd37834%22	http://cdn2.editmysite.com/images/util/videojs/maximize-icon.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/maximize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:11	1312/1312	---M--	200	added ('OK')	image/png	etag:%229bd271b63d9159b54a44a04ffc35004c%22	http://cdn2.editmysite.com/images/util/videojs/@2x/maximize-icon.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/maximize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:11	1188/1188	---M--	200	added ('OK')	image/png	etag:%22a39e27a424bc264a078f1cae0684324f%22	http://cdn2.editmysite.com/images/util/videojs/minimize-icon.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/minimize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:12	1379/1379	---M--	200	added ('OK')	image/png	etag:%224a334a802fc406f71a130d1a5e9f9fc5%22	http://cdn2.editmysite.com/images/util/videojs/@2x/minimize-icon.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/minimize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:12	3434/3434	---M--	200	added ('OK')	image/png	etag:%2222d7478d7d87858ddc07bec0d2d15af2%22	http://cdn2.editmysite.com/images/util/videojs/play-icon.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/play-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:13	6448/6448	---M--	200	added ('OK')	image/png	etag:%22125b63f21f0b6dbc58089378e2bd996f%22	http://cdn2.editmysite.com/images/util/videojs/@2x/play-icon.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/play-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:14	3386/3386	---M--	200	added ('OK')	image/png	etag:%22cb77cf241f8c1438d3de778a3ceec41e%22	http://cdn2.editmysite.com/images/util/videojs/loading-icon.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/loading-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:14	11573/11573	---M--	200	added ('OK')	image/png	etag:%22aeab26ec41cbf19c0a51bae5ebaeff8c%22	http://cdn2.editmysite.com/images/util/videojs/sad-face.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/sad-face.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:15	5668/5668	---M--	200	added ('OK')	image/png	etag:%2220914a2c130af40eec4c7d00e0258b68%22	http://cdn2.editmysite.com/images/util/videojs/@2x/loading-icon.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/loading-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:15	4034/4034	---M--	200	added ('OK')	image/png	etag:%2261dafe0f6d2ca774a65b1550f051eed1%22	http://cdn2.editmysite.com/images/common/buttons/small_grey.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/buttons/small_grey.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:15	3620/3620	---M--	200	added ('OK')	image/png	etag:%2245c052c77ba22937d30b814da5ce0573%22	http://cdn2.editmysite.com/images/common/buttons/small_blue.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/buttons/small_blue.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:16	4106/4106	---M--	200	added ('OK')	image/png	etag:%22b86e2dec881d77912f2b51d270cd57fe%22	http://cdn2.editmysite.com/images/old/button/large_grey.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/old/button/large_grey.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:16	23396/23396	---M--	200	added ('OK')	image/png	etag:%227e44a970dea9d5d896f09eceea67d755%22	http://cdn2.editmysite.com/images/util/videojs/@2x/sad-face.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/util/videojs/@2x/sad-face.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:16	3902/3902	---M--	200	added ('OK')	image/png	etag:%22a1f5ce729a68ba04a7d10fde0ffe1c93%22	http://cdn2.editmysite.com/images/common/buttons/large_blue.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/buttons/large_blue.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:16	1363/1363	---M--	200	added ('OK')	image/png	etag:%2257e00b9c62394b2e16fad248b9827803%22	http://cdn2.editmysite.com/images/common/search-light.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/search-light.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:17	605/605	---M--	200	added ('OK')	image/png	etag:%22cc8c2ae5040116b5c226835c9dabf900%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-button.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/blog/blog-comment-button.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:17	395/395	---M--	200	added ('OK')	image/png	etag:%22c1fba4a7097392ef0d29d699eaa4bce4%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-header.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/blog/blog-comment-header.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:17	249/249	---M--	200	added ('OK')	image/png	etag:%228eccf7fccea52d8473809d85ca5242fe%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-pointer.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/blog/blog-comment-pointer.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:17	9281/9281	---M--	200	added ('OK')	image/png	etag:%22ea06d0e3d3b2e362d1a851ae90fe3cc3%22	http://cdn2.editmysite.com/images/common/social_icons.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/social_icons.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
11:39:18	202/202	---M--	200	added ('OK')	image/png	etag:%22d5a8a06943665bba7e937ec338ccafdc%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-link.png	C:/Users/alext/Documents/GitHub/ProjectMaverick/Project%20Maverick/cdn2.editmysite.com/images/common/blog/blog-comment-link.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1511824098)
